Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1675611607,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611608,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611609,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611610,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611611,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611612,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611613,6,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611614,7,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611615,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611616,9,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611617,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611618,11,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611619,12,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611620,13,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611621,14,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611622,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611623,16,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611624,17,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611625,18,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611626,19,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611627,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611628,21,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611629,22,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611630,23,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611631,24,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611632,25,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611633,26,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611634,27,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611635,28,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611636,29,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611637,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611638,31,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611639,32,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611640,33,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611641,34,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1675611642,35,,Aggregated,0.000000,0.000000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,33000,1,0,33231.12808298902,33231.12808298902,33231.12808298902,33231.12808298902,518.0
1675611643,36,,Aggregated,0.000000,0.000000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,2,0,33231.12808298902,34216.286395996576,33231.12808298902,35201.444709004136,518.0
1675611644,37,,Aggregated,0.000000,0.000000,33000,33000,35000,35000,35000,35000,35000,35000,35000,35000,35000,3,0,33215.3516249964,33882.64147232985,33215.3516249964,35201.444709004136,518.0
1675611645,38,,Aggregated,0.200000,0.000000,35000,35000,36000,36000,36000,36000,36000,36000,36000,36000,36000,4,0,33215.3516249964,34409.81308349728,33215.3516249964,35991.32791699958,518.0
1675611646,39,,Aggregated,0.300000,0.000000,34000,35000,35000,36000,36000,36000,36000,36000,36000,36000,36000,5,0,34000.0,34263.562833398464,33215.3516249964,35991.32791699958,518.0
1675611647,40,,Aggregated,0.300000,0.000000,35000,35000,36000,36000,36000,36000,36000,36000,36000,36000,36000,6,0,34000.0,34548.80731949864,33215.3516249964,35991.32791699958,518.0
1675611648,41,,Aggregated,0.300000,0.000000,35000,35000,36000,36000,36000,36000,36000,36000,36000,36000,36000,6,0,34000.0,34548.80731949864,33215.3516249964,35991.32791699958,518.0
1675611649,42,,Aggregated,0.500000,0.000000,34000,35000,36000,36000,36000,36000,36000,36000,36000,36000,36000,7,0,34000.0,34270.99147028431,32604.096374998335,35991.32791699958,518.0
1675611650,43,,Aggregated,0.500000,0.000000,35000,35000,36000,36000,36000,36000,36000,36000,36000,36000,36000,8,0,34000.0,34395.99947924944,32604.096374998335,35991.32791699958,518.0
1675611651,44,,Aggregated,0.600000,0.000000,35000,35000,36000,36000,36000,36000,36000,36000,36000,36000,36000,9,0,35000.0,34523.15960188894,32604.096374998335,35991.32791699958,518.0
1675611652,45,,Aggregated,0.600000,0.000000,35000,35000,36000,36000,36000,36000,36000,36000,36000,36000,36000,9,0,35000.0,34523.15960188894,32604.096374998335,35991.32791699958,518.0
1675611653,46,,Aggregated,0.600000,0.000000,35000,35000,36000,36000,36000,36000,36000,36000,36000,36000,36000,9,0,35000.0,34523.15960188894,32604.096374998335,35991.32791699958,518.0
1675611654,47,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611655,48,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611656,49,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611657,50,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611658,51,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611659,52,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611660,53,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611661,54,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611662,55,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611663,56,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611664,57,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611665,58,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611666,59,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611667,60,,Aggregated,0.800000,0.000000,35000,36000,36000,36000,40000,40000,40000,40000,40000,40000,40000,10,0,35000.0,35095.1528125006,32604.096374998335,40243.09170800552,518.0
1675611668,61,,Aggregated,0.000000,0.000000,35000,36000,36000,36000,40000,50000,50000,50000,50000,50000,50000,11,0,35000.0,36493.694507546024,32604.096374998335,50479.11145800026,489.1818181818182
1675611669,62,,Aggregated,0.000000,0.000000,35000,36000,36000,36000,40000,50000,50000,50000,50000,50000,50000,11,0,35000.0,36493.694507546024,32604.096374998335,50479.11145800026,489.1818181818182
1675611670,63,,Aggregated,0.000000,0.000000,36000,36000,40000,40000,50000,51000,51000,51000,51000,51000,51000,12,0,35000.0,37742.4263575837,32604.096374998335,51478.4767079982,465.1666666666667
1675611671,64,,Aggregated,0.100000,0.000000,36000,36000,40000,50000,51000,51000,51000,51000,51000,51000,51000,13,0,36000.0,38798.683749923766,32604.096374998335,51478.4767079982,444.84615384615387
1675611672,65,,Aggregated,0.100000,0.000000,36000,40000,50000,51000,51000,51000,51000,51000,51000,51000,51000,14,0,36000.0,39703.776535643556,32604.096374998335,51478.4767079982,427.42857142857144
1675611673,66,,Aggregated,0.200000,0.000000,36000,40000,51000,51000,51000,51000,51000,51000,51000,51000,51000,15,0,36000.0,40487.915761067416,32604.096374998335,51478.4767079982,412.3333333333333
1675611674,67,,Aggregated,0.300000,0.000000,36000,50000,51000,51000,51000,51000,51000,51000,51000,51000,51000,16,0,36000.0,41174.15624212572,32604.096374998335,51478.4767079982,399.125
1675611675,68,,Aggregated,0.400000,0.000000,36000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,17,0,36000.0,41779.03428911796,32604.096374998335,51478.4767079982,387.47058823529414
1675611676,69,,Aggregated,0.500000,0.000000,40000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,18,0,36000.0,42316.33491194467,32604.096374998335,51478.4767079982,377.1111111111111
1675611677,70,,Aggregated,0.600000,0.000000,40000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,19,0,40000.0,42796.996589842725,32604.096374998335,51478.4767079982,367.8421052631579
1675611678,71,,Aggregated,0.700000,0.000000,50000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,20,0,40000.0,43229.20648950021,32604.096374998335,51478.4767079982,359.5
1675611679,72,,Aggregated,0.800000,0.000000,50000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,21,0,50000.0,43619.97069238125,32604.096374998335,51478.4767079982,351.95238095238096
1675611680,73,,Aggregated,0.900000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,22,0,50000.0,43975.29205486419,32604.096374998335,51478.4767079982,345.09090909090907
1675611681,74,,Aggregated,0.900000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,23,0,51000.0,44299.419887609394,32604.096374998335,51478.4767079982,338.82608695652175
1675611682,75,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,24,0,51000.0,44596.56534191708,32604.096374998335,51478.4767079982,333.0833333333333
1675611683,76,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,25,0,51000.0,44869.54885324055,32604.096374998335,51478.4767079982,327.8
1675611684,77,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,26,0,51000.0,45121.65458165467,32604.096374998335,51478.4767079982,322.9230769230769
1675611685,78,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,27,0,51000.0,45354.91543048206,32604.096374998335,51478.4767079982,318.4074074074074
1675611686,79,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,28,0,51000.0,45571.362639822066,32604.096374998335,51478.4767079982,314.2142857142857
1675611687,80,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,29,0,51000.0,45772.64819679339,32604.096374998335,51478.4767079982,310.3103448275862
1675611688,81,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,30,0,51000.0,45960.43301663352,32604.096374998335,51478.4767079982,306.6666666666667
1675611689,82,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,31,0,51000.0,46135.74529567784,32604.096374998335,51478.4767079982,303.258064516129
1675611690,83,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,32,0,51000.0,46300.04496481297,32604.096374998335,51478.4767079982,300.0625
1675611691,84,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,33,0,51000.0,46454.04545451554,32604.096374998335,51478.4767079982,297.06060606060606
1675611692,85,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,34,0,51000.0,46598.8847401767,32604.096374998335,51478.4767079982,294.2352941176471
1675611693,86,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,35,0,51000.0,46735.206414257336,32604.096374998335,51478.4767079982,291.57142857142856
1675611694,87,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,37,0,51000.0,46983.24870381064,32604.096374998335,51478.4767079982,286.6756756756757
1675611695,88,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,39,0,51000.0,47207.10863030737,32604.096374998335,51478.4767079982,282.28205128205127
1675611696,89,,Aggregated,1.000000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,41,0,51000.0,47408.48306297517,32604.096374998335,51478.4767079982,278.3170731707317
1675611697,90,,Aggregated,1.100000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,43,0,51000.0,47572.33554841837,32604.096374998335,51478.4767079982,274.72093023255815
1675611698,91,,Aggregated,1.200000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,45,0,51000.0,47729.06018606673,32604.096374998335,51478.4767079982,271.44444444444446
1675611699,92,,Aggregated,1.300000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,47,0,51000.0,47865.83533948951,32604.096374998335,51478.4767079982,268.4468085106383
1675611700,93,,Aggregated,1.400000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,48,0,51000.0,47938.42561975029,32604.096374998335,51478.4767079982,267.0416666666667
1675611701,94,,Aggregated,1.500000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,50,0,51000.0,48065.23706996029,32604.096374998335,51478.4767079982,264.4
1675611702,95,,Aggregated,1.600000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,52,0,51000.0,48188.82562576956,32604.096374998335,51478.4767079982,261.96153846153845
1675611703,96,,Aggregated,1.600000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,54,0,51000.0,48298.14217744491,32604.096374998335,51478.4767079982,259.7037037037037
1675611704,97,,Aggregated,1.700000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,55,0,51000.0,48353.21631589139,32604.096374998335,51478.4767079982,258.6363636363636
1675611705,98,,Aggregated,1.800000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,57,0,51000.0,48438.34105993009,32604.096374998335,51478.4767079982,256.6140350877193
1675611706,99,,Aggregated,1.900000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,58,0,51000.0,48488.06128015539,32604.096374998335,51478.4767079982,255.6551724137931
1675611707,100,,Aggregated,1.800000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,59,0,51000.0,48535.843250695165,32604.096374998335,51478.4767079982,254.72881355932202
1675611708,100,,Aggregated,1.800000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,60,0,51000.0,48581.91980693374,32604.096374998335,51478.4767079982,253.83333333333334
1675611709,100,,Aggregated,1.700000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,61,0,51000.0,48626.44054985308,32604.096374998335,51478.4767079982,252.9672131147541
1675611710,100,,Aggregated,1.600000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,62,0,51000.0,48669.55430106512,32604.096374998335,51478.4767079982,252.1290322580645
1675611711,100,,Aggregated,1.500000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,63,0,51000.0,48711.19955290546,32604.096374998335,51478.4767079982,251.31746031746033
1675611712,100,,Aggregated,1.400000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,64,0,51000.0,48751.40189257878,32604.096374998335,51478.4767079982,250.53125
1675611713,100,,Aggregated,1.400000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,65,0,51000.0,48790.32015769291,32604.096374998335,51478.4767079982,249.76923076923077
1675611714,100,,Aggregated,1.300000,0.000000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,51000,66,0,51000.0,48827.91926387952,32604.096374998335,51478.4767079982,249.03030303030303
